지역,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.1,2019.11,2019.12,미세먼지(PM-10) 배출량 평균
충청남도 태안군,55.5,56.5,65.0,40.0,47.5,27.0,25.5,30.0,27.0,38.0,39.5,36.5,4160.411299695121
충청남도 홍성군,28.0,53.5,61.5,36.5,47.0,28.5,26.5,27.5,26.0,38.5,42.5,38.0,6087.198816953644
충청북도 괴산군,0.0,57.0,63.0,36.0,41.0,30.0,20.0,27.0,20.0,32.0,47.0,40.0,4830.061991197184
충청북도 단양군,64.0,54.0,60.0,42.0,49.0,39.0,29.0,32.0,29.0,35.0,56.0,47.0,8820.158878211922
충청북도 보은군,71.0,63.0,65.0,40.0,44.0,26.0,16.0,22.0,18.0,29.0,42.0,44.0,3780.6061209859154
충청북도 영동군,65.0,64.0,67.0,42.0,45.0,36.0,26.0,26.0,23.0,29.0,42.0,43.0,3151.234719759036
충청북도 옥천군,65.0,64.0,67.0,43.0,49.0,36.0,24.0,26.0,23.0,31.0,45.0,45.0,2753.614002800001
충청북도 음성군,0.0,64.0,69.0,42.0,49.0,33.0,26.0,26.0,21.0,31.0,50.0,46.0,5393.471087692305
충청북도 제천시,70.0,60.0,66.0,45.0,50.0,30.0,21.0,25.0,21.0,32.0,50.0,49.0,3704.196916685083
충청북도 증평군,69.0,63.0,67.0,40.0,57.0,46.0,30.0,28.0,21.0,32.0,47.0,46.0,924.0360148026316
충청북도 진천군,69.0,62.0,67.0,43.0,50.0,34.0,26.0,27.0,25.0,35.0,47.0,45.0,3961.554557336957
충청북도 청주시,50.57142857,66.71428571,70.0,44.85714286,52.85714286,37.85714286,24.42857143,25.57142857,23.71428571,34.42857143,39.85714286,40.14285714,2573.2405695907214
충청북도 충주시,74.5,59.0,65.5,40.5,49.5,20.0,23.5,24.5,22.5,34.0,49.5,48.5,5492.801847499998
